Target_Type;Target_Method;Job_Runtime;Params;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Operations;Measurement_Value
FuncPointers;ConstantInt;.NET 8.0;;Workload;Warmup;1;32810421;9.19
FuncPointers;ConstantInt;.NET 8.0;;Workload;Warmup;2;32810421;9.38
FuncPointers;ConstantInt;.NET 8.0;;Workload;Warmup;3;32810421;9.44
FuncPointers;ConstantInt;.NET 8.0;;Workload;Warmup;4;32810421;9.4
FuncPointers;ConstantInt;.NET 8.0;;Workload;Warmup;5;32810421;9.15
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;1;32810421;9.34
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;2;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;3;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;4;32810421;9.19
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;5;32810421;9.11
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;6;32810421;9.33
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;7;32810421;9.33
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;8;32810421;9.22
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;9;32810421;9.15
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;10;32810421;9.17
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;11;32810421;9.11
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;12;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;13;32810421;9.11
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;14;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;15;32810421;9.17
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;1;32810421;9.34
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;2;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;3;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;4;32810421;9.19
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;5;32810421;9.11
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;6;32810421;9.33
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;7;32810421;9.33
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;8;32810421;9.22
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;9;32810421;9.15
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;10;32810421;9.17
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;11;32810421;9.11
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;12;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;13;32810421;9.11
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;14;32810421;9.1
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;15;32810421;9.17
LibraryImport;ConstantInt;.NET 8.0;;Overhead;Jitting;1;1;305600
LibraryImport;ConstantInt;.NET 8.0;;Workload;Jitting;1;1;40121400
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;1;4;375
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;2;800000;10.94
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;3;27412594;10.41
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;4;28831043;9.49
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;5;31596321;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;6;31764535;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;7;31780690;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;8;31752874;9.6
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;9;31242958;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;10;31763627;9.47
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;1;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;2;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;3;31763627;9.46
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;4;31763627;9.65
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;5;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;1;31763627;9.6
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;2;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;3;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;4;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;5;31763627;9.6
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;6;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;7;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;8;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;9;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;10;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;11;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;12;31763627;9.47
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;13;31763627;9.58
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;14;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;15;31763627;9.47
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;1;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;2;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;3;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;4;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;5;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;6;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;7;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;8;31763627;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;9;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;10;31763627;9.47
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;11;31763627;9.45
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;12;31763627;9.47
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Jitting;1;1;362300
Managed;ConstantInt;.NET Framework 4.8;;Workload;Jitting;1;1;255400
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Jitting;2;16;35856.25
Managed;ConstantInt;.NET Framework 4.8;;Workload;Jitting;2;16;33631.25
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;1;16;100
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;2;3000000;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;3;98191104;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;4;98158912;3.07
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;5;97772032;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;6;98130112;3.14
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;1;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;2;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;3;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;4;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;5;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;6;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;7;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;1;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;2;98130112;2.12
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;3;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;4;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;5;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;6;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;7;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;8;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;9;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;10;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;11;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;12;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;13;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;14;98130112;2.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;15;98130112;2.05
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;1;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;2;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;3;98130112;3.08
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;4;98130112;3.08
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;5;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;1;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;2;98130112;3.07
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;3;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;4;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;5;98130112;3.07
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;6;98130112;3.13
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;7;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;8;98130112;3.13
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;9;98130112;3.07
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;10;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;11;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;12;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;13;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;14;98130112;3.06
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;15;98130112;3.1
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;1;98130112;1.01
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;2;98130112;1.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;3;98130112;1.01
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;4;98130112;1
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;5;98130112;1.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;6;98130112;1
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;7;98130112;1.01
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;8;98130112;1
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;9;98130112;1.01
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;10;98130112;1.01
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;11;98130112;1
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;12;98130112;1.01
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Jitting;1;1;368300
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Jitting;1;1;18998500
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Jitting;2;16;33818.75
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Jitting;2;16;33556.25
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;1;16;181.25
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;2;1655184;19.36
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;3;15494112;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;4;20300272;14.82
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;5;20249616;14.8
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;6;20271776;14.79
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;7;20290688;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;8;20295776;15.13
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;9;19828496;14.79
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;10;20290336;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Pilot;11;20310000;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;1;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;2;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;3;20310000;2.04
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;4;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;5;20310000;2.12
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;6;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;1;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;2;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;3;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;4;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;5;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;6;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;7;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;8;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;9;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;10;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;11;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;12;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;13;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;14;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Overhead;Actual;15;20310000;2.03
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Warmup;1;20310000;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Warmup;2;20310000;15.11
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Warmup;3;20310000;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Warmup;4;20310000;14.79
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Warmup;5;20310000;14.96
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;1;20310000;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;2;20310000;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;3;20310000;14.81
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;4;20310000;14.88
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;5;20310000;14.86
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;6;20310000;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;7;20310000;15.14
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;8;20310000;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;9;20310000;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;10;20310000;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;11;20310000;15.11
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;12;20310000;14.79
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;13;20310000;15.12
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;14;20310000;14.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Actual;15;20310000;14.77
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;1;20310000;12.75
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;2;20310000;12.74
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;3;20310000;12.78
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;4;20310000;12.85
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;5;20310000;12.83
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;6;20310000;12.75
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;7;20310000;12.74
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;8;20310000;12.75
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;9;20310000;12.74
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;10;20310000;12.76
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;11;20310000;12.75
DllImport;ConstantInt;.NET Framework 4.8;;Workload;Result;12;20310000;12.74
